Municipalities;Sex;Period;Total
03071 Gata de Gorgos;Total;2018;5,893
03071 Gata de Gorgos;Total;2017;5,804
03071 Gata de Gorgos;Total;2016;5,825
03073 Gorga;Total;2025;286
03073 Gorga;Total;2024;284
03073 Gorga;Total;2023;284
03073 Gorga;Total;2022;270
03073 Gorga;Total;2021;261
03073 Gorga;Total;2020;241
03073 Gorga;Total;2019;249
03073 Gorga;Total;2018;258
03073 Gorga;Total;2017;273
03073 Gorga;Total;2016;267
03074 Granja de Rocamora;Total;2025;2,728
03074 Granja de Rocamora;Total;2024;2,739
03074 Granja de Rocamora;Total;2023;2,686
03074 Granja de Rocamora;Total;2022;2,626
03074 Granja de Rocamora;Total;2021;2,609
03074 Granja de Rocamora;Total;2020;2,591
03074 Granja de Rocamora;Total;2019;2,580
03074 Granja de Rocamora;Total;2018;2,489
03074 Granja de Rocamora;Total;2017;2,469
03074 Granja de Rocamora;Total;2016;2,461
03076 Guardamar del Segura;Total;2025;18,564
03076 Guardamar del Segura;Total;2024;18,111
03076 Guardamar del Segura;Total;2023;17,328
03076 Guardamar del Segura;Total;2022;16,138
03076 Guardamar del Segura;Total;2021;15,983
03076 Guardamar del Segura;Total;2020;15,849
03076 Guardamar del Segura;Total;2019;15,348
03076 Guardamar del Segura;Total;2018;15,058
03076 Guardamar del Segura;Total;2017;14,716
03076 Guardamar del Segura;Total;2016;15,386
03078 Hondón de los Frailes;Total;2025;1,334
03078 Hondón de los Frailes;Total;2024;1,310
03078 Hondón de los Frailes;Total;2023;1,311
03078 Hondón de los Frailes;Total;2022;1,261
03078 Hondón de los Frailes;Total;2021;1,299
03078 Hondón de los Frailes;Total;2020;1,242
03078 Hondón de los Frailes;Total;2019;1,198
03078 Hondón de los Frailes;Total;2018;1,132
03078 Hondón de los Frailes;Total;2017;1,102
03078 Hondón de los Frailes;Total;2016;1,165
03079 Ibi;Total;2025;24,500
03079 Ibi;Total;2024;24,210
03079 Ibi;Total;2023;23,920
03079 Ibi;Total;2022;23,677
03079 Ibi;Total;2021;23,652
03079 Ibi;Total;2020;23,564
03079 Ibi;Total;2019;23,489
03079 Ibi;Total;2018;23,403
03079 Ibi;Total;2017;23,423
03079 Ibi;Total;2016;23,365
03080 Jacarilla;Total;2025;2,176
03080 Jacarilla;Total;2024;2,122
03080 Jacarilla;Total;2023;2,108
03080 Jacarilla;Total;2022;2,039
03080 Jacarilla;Total;2021;2,030
03080 Jacarilla;Total;2020;1,998
03080 Jacarilla;Total;2019;2,022
03080 Jacarilla;Total;2018;1,986
03080 Jacarilla;Total;2017;1,953
03080 Jacarilla;Total;2016;1,939
03085 Llíber;Total;2025;882
03085 Llíber;Total;2024;905
03085 Llíber;Total;2023;946
03085 Llíber;Total;2022;967
03085 Llíber;Total;2021;883
03085 Llíber;Total;2020;830
03085 Llíber;Total;2019;935
03085 Llíber;Total;2018;1,051
03085 Llíber;Total;2017;951
03085 Llíber;Total;2016;1,110
03086 Millena;Total;2025;265
03086 Millena;Total;2024;249
03086 Millena;Total;2023;254
03086 Millena;Total;2022;243
03086 Millena;Total;2021;242
03086 Millena;Total;2020;240
03086 Millena;Total;2019;237
03086 Millena;Total;2018;229
03086 Millena;Total;2017;230
03086 Millena;Total;2016;221
03088 Monforte del Cid;Total;2025;9,283
03088 Monforte del Cid;Total;2024;8,967
03088 Monforte del Cid;Total;2023;8,777
03088 Monforte del Cid;Total;2022;8,619
03088 Monforte del Cid;Total;2021;8,500
03088 Monforte del Cid;Total;2020;8,346
03088 Monforte del Cid;Total;2019;8,165
03088 Monforte del Cid;Total;2018;7,944
03088 Monforte del Cid;Total;2017;7,592
03088 Monforte del Cid;Total;2016;7,500
03089 Monòver/Monóvar;Total;2025;13,116
03089 Monòver/Monóvar;Total;2024;12,764
03089 Monòver/Monóvar;Total;2023;12,542
03089 Monòver/Monóvar;Total;2022;12,387
03089 Monòver/Monóvar;Total;2021;12,188
03089 Monòver/Monóvar;Total;2020;12,212
03089 Monòver/Monóvar;Total;2019;12,167
03089 Monòver/Monóvar;Total;2018;12,175
03089 Monòver/Monóvar;Total;2017;12,177
03089 Monòver/Monóvar;Total;2016;12,272
03903 Montesinos, Los;Total;2025;5,786
03903 Montesinos, Los;Total;2024;5,682
03903 Montesinos, Los;Total;2023;5,477
03903 Montesinos, Los;Total;2022;5,217
03903 Montesinos, Los;Total;2021;5,123
03903 Montesinos, Los;Total;2020;5,061
03903 Montesinos, Los;Total;2019;4,968
03903 Montesinos, Los;Total;2018;4,844
03903 Montesinos, Los;Total;2017;4,862
03903 Montesinos, Los;Total;2016;4,912
03091 Murla;Total;2025;574
03091 Murla;Total;2024;585
03091 Murla;Total;2023;575
03091 Murla;Total;2022;540
03091 Murla;Total;2021;549
03091 Murla;Total;2020;507
03091 Murla;Total;2019;470
03091 Murla;Total;2018;493
03091 Murla;Total;2017;477
03091 Murla;Total;2016;486
03092 Muro de Alcoy;Total;2025;9,372
03092 Muro de Alcoy;Total;2024;9,345
03092 Muro de Alcoy;Total;2023;9,253
03092 Muro de Alcoy;Total;2022;9,303
03092 Muro de Alcoy;Total;2021;9,326
03092 Muro de Alcoy;Total;2020;9,315
03092 Muro de Alcoy;Total;2019;9,324
03092 Muro de Alcoy;Total;2018;9,328
03092 Muro de Alcoy;Total;2017;9,319
03092 Muro de Alcoy;Total;2016;9,307
03090 Mutxamel;Total;2025;28,621
03090 Mutxamel;Total;2024;27,761
03090 Mutxamel;Total;2023;27,078
03090 Mutxamel;Total;2022;26,192
03090 Mutxamel;Total;2021;25,679
03090 Mutxamel;Total;2020;25,645
03090 Mutxamel;Total;2019;25,352
03090 Mutxamel;Total;2018;25,009
03090 Mutxamel;Total;2017;24,778
03090 Mutxamel;Total;2016;24,487
03093 Novelda;Total;2025;26,606
03093 Novelda;Total;2024;26,213
03093 Novelda;Total;2023;25,771
03093 Novelda;Total;2022;25,592
03093 Novelda;Total;2021;25,611
03093 Novelda;Total;2020;25,741
03093 Novelda;Total;2019;25,651
03093 Novelda;Total;2018;25,725
03093 Novelda;Total;2017;25,868
03093 Novelda;Total;2016;26,054
03094 Nucia, la;Total;2025;19,121
03094 Nucia, la;Total;2024;18,783
03094 Nucia, la;Total;2023;18,970
03094 Nucia, la;Total;2022;18,624
03094 Nucia, la;Total;2021;18,108
03094 Nucia, la;Total;2020;18,163
03094 Nucia, la;Total;2019;18,603
03094 Nucia, la;Total;2018;18,242
03094 Nucia, la;Total;2017;18,548
03094 Nucia, la;Total;2016;19,967
03095 Ondara;Total;2025;7,717
03095 Ondara;Total;2024;7,522
03095 Ondara;Total;2023;7,308
03095 Ondara;Total;2022;7,085
03095 Ondara;Total;2021;7,080
03095 Ondara;Total;2020;7,076
03095 Ondara;Total;2019;6,894
03095 Ondara;Total;2018;6,815
03095 Ondara;Total;2017;6,739
03095 Ondara;Total;2016;6,647
03096 Onil;Total;2025;8,114
03096 Onil;Total;2024;7,959
03096 Onil;Total;2023;7,763
03096 Onil;Total;2022;7,580
03096 Onil;Total;2021;7,569
03096 Onil;Total;2020;7,600
03096 Onil;Total;2019;7,507
03096 Onil;Total;2018;7,475
03096 Onil;Total;2017;7,493
03096 Onil;Total;2016;7,494
03097 Orba;Total;2025;2,399
03097 Orba;Total;2024;2,387
03097 Orba;Total;2023;2,379
03097 Orba;Total;2022;2,348
03097 Orba;Total;2021;2,233
03097 Orba;Total;2020;2,232
03097 Orba;Total;2019;2,174
03097 Orba;Total;2018;2,111
03097 Orba;Total;2017;2,035
03097 Orba;Total;2016;2,085
03099 Orihuela;Total;2025;84,560
03099 Orihuela;Total;2024;83,720
03099 Orihuela;Total;2023;82,449
03099 Orihuela;Total;2022;80,784
03099 Orihuela;Total;2021;78,940
03099 Orihuela;Total;2020;78,505
03099 Orihuela;Total;2019;77,414
03099 Orihuela;Total;2018;76,778
03099 Orihuela;Total;2017;76,097
03099 Orihuela;Total;2016;80,359
03084 Orxa, l'/Lorcha;Total;2025;589
03084 Orxa, l'/Lorcha;Total;2024;581
03084 Orxa, l'/Lorcha;Total;2023;587
03084 Orxa, l'/Lorcha;Total;2022;565
03084 Orxa, l'/Lorcha;Total;2021;584
03084 Orxa, l'/Lorcha;Total;2020;582
03084 Orxa, l'/Lorcha;Total;2019;578
03084 Orxa, l'/Lorcha;Total;2018;596
03084 Orxa, l'/Lorcha;Total;2017;606
03084 Orxa, l'/Lorcha;Total;2016;627
03098 Orxeta;Total;2025;906
03098 Orxeta;Total;2024;879
03098 Orxeta;Total;2023;840
03098 Orxeta;Total;2022;812
03098 Orxeta;Total;2021;787
03098 Orxeta;Total;2020;784
03098 Orxeta;Total;2019;736
03098 Orxeta;Total;2018;738
03098 Orxeta;Total;2017;760
03098 Orxeta;Total;2016;778
03100 Parcent;Total;2025;1,037
03100 Parcent;Total;2024;1,021
03100 Parcent;Total;2023;1,003
03100 Parcent;Total;2022;997
03100 Parcent;Total;2021;983
03100 Parcent;Total;2020;967
03100 Parcent;Total;2019;929
03100 Parcent;Total;2018;908
03100 Parcent;Total;2017;965
03100 Parcent;Total;2016;985
03101 Pedreguer;Total;2025;8,849
03101 Pedreguer;Total;2024;8,687
03101 Pedreguer;Total;2023;8,558
03101 Pedreguer;Total;2022;8,280
03101 Pedreguer;Total;2021;8,006
03101 Pedreguer;Total;2020;7,881
03101 Pedreguer;Total;2019;7,699
03101 Pedreguer;Total;2018;7,490
03101 Pedreguer;Total;2017;7,435
03101 Pedreguer;Total;2016;7,431
03102 Pego;Total;2025;10,791
03102 Pego;Total;2024;10,632
03102 Pego;Total;2023;10,485
03102 Pego;Total;2022;10,295
03102 Pego;Total;2021;10,240
03102 Pego;Total;2020;10,133
03102 Pego;Total;2019;10,128
03102 Pego;Total;2018;10,052
03102 Pego;Total;2017;9,923
03102 Pego;Total;2016;10,158
03103 Penàguila;Total;2025;305
03103 Penàguila;Total;2024;293
03103 Penàguila;Total;2023;313
03103 Penàguila;Total;2022;287
03103 Penàguila;Total;2021;275
03103 Penàguila;Total;2020;269
03103 Penàguila;Total;2019;292
03103 Penàguila;Total;2018;301
03103 Penàguila;Total;2017;308
03103 Penàguila;Total;2016;328
03104 Petrer;Total;2025;34,022
03104 Petrer;Total;2024;34,076
03104 Petrer;Total;2023;33,914
03104 Petrer;Total;2022;33,978
03104 Petrer;Total;2021;34,009
03104 Petrer;Total;2020;34,241
03104 Petrer;Total;2019;34,276
03104 Petrer;Total;2018;34,479
03104 Petrer;Total;2017;34,533
03104 Petrer;Total;2016;34,533
03902 Pilar de la Horadada;Total;2025;24,316
03902 Pilar de la Horadada;Total;2024;23,844
03902 Pilar de la Horadada;Total;2023;23,428
03902 Pilar de la Horadada;Total;2022;22,949
03902 Pilar de la Horadada;Total;2021;22,597
03902 Pilar de la Horadada;Total;2020;22,347
03902 Pilar de la Horadada;Total;2019;21,905
03902 Pilar de la Horadada;Total;2018;21,418
03902 Pilar de la Horadada;Total;2017;21,202
03902 Pilar de la Horadada;Total;2016;21,348
03105 Pinós, el/Pinoso;Total;2025;8,523
03105 Pinós, el/Pinoso;Total;2024;8,407
03105 Pinós, el/Pinoso;Total;2023;8,281
03105 Pinós, el/Pinoso;Total;2022;8,084
03105 Pinós, el/Pinoso;Total;2021;8,142
03105 Pinós, el/Pinoso;Total;2020;8,025
03105 Pinós, el/Pinoso;Total;2019;7,966
03105 Pinós, el/Pinoso;Total;2018;7,845
03105 Pinós, el/Pinoso;Total;2017;7,718
03105 Pinós, el/Pinoso;Total;2016;7,627
03106 Planes;Total;2025;697
03106 Planes;Total;2024;696
03106 Planes;Total;2023;699
03106 Planes;Total;2022;695
03106 Planes;Total;2021;693
03106 Planes;Total;2020;682
03106 Planes;Total;2019;693
03106 Planes;Total;2018;713
03106 Planes;Total;2017;733
03106 Planes;Total;2016;725
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2025;4,911
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2024;4,851
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2023;4,858
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2022;4,687
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2021;4,447
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2020;4,452
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2019;4,276
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2018;4,130
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2017;4,020
03042 Poble Nou de Benitatxell, el/Benitachell;Total;2016;4,104
03901 Poblets, els;Total;2025;2,757
03901 Poblets, els;Total;2024;2,684
03901 Poblets, els;Total;2023;2,763
03901 Poblets, els;Total;2022;2,735
03901 Poblets, els;Total;2021;2,721
03901 Poblets, els;Total;2020;2,714
03901 Poblets, els;Total;2019;2,705
03901 Poblets, els;Total;2018;2,864
03901 Poblets, els;Total;2017;2,926
03901 Poblets, els;Total;2016;3,246
03107 Polop;Total;2025;5,828
03107 Polop;Total;2024;5,650
03107 Polop;Total;2023;5,339
03107 Polop;Total;2022;5,186
03107 Polop;Total;2021;5,069
03107 Polop;Total;2020;5,064
03107 Polop;Total;2019;4,965
03107 Polop;Total;2018;4,850
03107 Polop;Total;2017;4,725
03107 Polop;Total;2016;4,549
03060 Quatretondeta;Total;2025;130
03060 Quatretondeta;Total;2024;134
03060 Quatretondeta;Total;2023;136
03060 Quatretondeta;Total;2022;133
03060 Quatretondeta;Total;2021;117
03060 Quatretondeta;Total;2020;118
03060 Quatretondeta;Total;2019;122
03060 Quatretondeta;Total;2018;121
03060 Quatretondeta;Total;2017;109
03060 Quatretondeta;Total;2016;113
03109 Rafal;Total;2025;4,849
03109 Rafal;Total;2024;4,900
03109 Rafal;Total;2023;4,800
03109 Rafal;Total;2022;4,634
03109 Rafal;Total;2021;4,597
03109 Rafal;Total;2020;4,553
03109 Rafal;Total;2019;4,498
03109 Rafal;Total;2018;4,418
03109 Rafal;Total;2017;4,322
03109 Rafal;Total;2016;4,218
03110 Ràfol d'Almúnia, el;Total;2025;734
03110 Ràfol d'Almúnia, el;Total;2024;703
03110 Ràfol d'Almúnia, el;Total;2023;721
03110 Ràfol d'Almúnia, el;Total;2022;731
03110 Ràfol d'Almúnia, el;Total;2021;670
03110 Ràfol d'Almúnia, el;Total;2020;648
03110 Ràfol d'Almúnia, el;Total;2019;653
03110 Ràfol d'Almúnia, el;Total;2018;644
03110 Ràfol d'Almúnia, el;Total;2017;631
03110 Ràfol d'Almúnia, el;Total;2016;630
03111 Redován;Total;2025;8,283
03111 Redován;Total;2024;8,285
03111 Redován;Total;2023;8,183
03111 Redován;Total;2022;8,123
03111 Redován;Total;2021;8,058
03111 Redován;Total;2020;7,926
03111 Redován;Total;2019;7,869
03111 Redován;Total;2018;7,797
03111 Redován;Total;2017;7,811
03111 Redován;Total;2016;7,765
03112 Relleu;Total;2025;1,375
03112 Relleu;Total;2024;1,288
03112 Relleu;Total;2023;1,248
03112 Relleu;Total;2022;1,171
03112 Relleu;Total;2021;1,173
03112 Relleu;Total;2020;1,148
03112 Relleu;Total;2019;1,160
03112 Relleu;Total;2018;1,147
03112 Relleu;Total;2017;1,118
03112 Relleu;Total;2016;1,258
03113 Rojales;Total;2025;17,652
03113 Rojales;Total;2024;17,162
03113 Rojales;Total;2023;17,451
03113 Rojales;Total;2022;16,943
03113 Rojales;Total;2021;15,978
03113 Rojales;Total;2020;16,671
03113 Rojales;Total;2019;16,963
03113 Rojales;Total;2018;16,560
03113 Rojales;Total;2017;16,231
03113 Rojales;Total;2016;17,622
03114 Romana, la;Total;2025;2,729
03114 Romana, la;Total;2024;2,672
03114 Romana, la;Total;2023;2,632
03114 Romana, la;Total;2022;2,605
03114 Romana, la;Total;2021;2,542
03114 Romana, la;Total;2020;2,492
03114 Romana, la;Total;2019;2,434
03114 Romana, la;Total;2018;2,376
03114 Romana, la;Total;2017;2,377
03114 Romana, la;Total;2016;2,411
03115 Sagra;Total;2025;441
03115 Sagra;Total;2024;441
03115 Sagra;Total;2023;442
03115 Sagra;Total;2022;435
03115 Sagra;Total;2021;427
03115 Sagra;Total;2020;426
03115 Sagra;Total;2019;408
03115 Sagra;Total;2018;389
03115 Sagra;Total;2017;393
03115 Sagra;Total;2016;414
03116 Salinas;Total;2025;1,828
03116 Salinas;Total;2024;1,775
03116 Salinas;Total;2023;1,733
03116 Salinas;Total;2022;1,678
03116 Salinas;Total;2021;1,642
03116 Salinas;Total;2020;1,620
03116 Salinas;Total;2019;1,601
03116 Salinas;Total;2018;1,585
03116 Salinas;Total;2017;1,562
03116 Salinas;Total;2016;1,569
03118 San Fulgencio;Total;2025;9,769
03118 San Fulgencio;Total;2024;9,433
03118 San Fulgencio;Total;2023;9,443
03118 San Fulgencio;Total;2022;9,091
03118 San Fulgencio;Total;2021;8,447
03118 San Fulgencio;Total;2020;8,071
03118 San Fulgencio;Total;2019;7,855
03118 San Fulgencio;Total;2018;7,943
03118 San Fulgencio;Total;2017;7,646
03118 San Fulgencio;Total;2016;7,384
03904 San Isidro;Total;2025;2,337
03904 San Isidro;Total;2024;2,312
03904 San Isidro;Total;2023;2,208
03904 San Isidro;Total;2022;2,154
03904 San Isidro;Total;2021;2,146
03904 San Isidro;Total;2020;2,103
03904 San Isidro;Total;2019;1,986
03904 San Isidro;Total;2018;1,933
03904 San Isidro;Total;2017;1,920
03904 San Isidro;Total;2016;1,915
03120 San Miguel de Salinas;Total;2025;7,177
03120 San Miguel de Salinas;Total;2024;6,976
03120 San Miguel de Salinas;Total;2023;6,798
03120 San Miguel de Salinas;Total;2022;6,659
03120 San Miguel de Salinas;Total;2021;6,553
03120 San Miguel de Salinas;Total;2020;6,313
03120 San Miguel de Salinas;Total;2019;6,034
03120 San Miguel de Salinas;Total;2018;5,811
03120 San Miguel de Salinas;Total;2017;5,797
03120 San Miguel de Salinas;Total;2016;6,193
03117 Sanet y Negrals;Total;2025;712
03117 Sanet y Negrals;Total;2024;722
03117 Sanet y Negrals;Total;2023;737
03117 Sanet y Negrals;Total;2022;734
03117 Sanet y Negrals;Total;2021;702
03117 Sanet y Negrals;Total;2020;690
03117 Sanet y Negrals;Total;2019;667
03117 Sanet y Negrals;Total;2018;648
03117 Sanet y Negrals;Total;2017;634
03117 Sanet y Negrals;Total;2016;649
03119 Sant Joan d'Alacant;Total;2025;26,834
03119 Sant Joan d'Alacant;Total;2024;25,918
03119 Sant Joan d'Alacant;Total;2023;25,275
03119 Sant Joan d'Alacant;Total;2022;24,450
03119 Sant Joan d'Alacant;Total;2021;24,363
03119 Sant Joan d'Alacant;Total;2020;24,367
03119 Sant Joan d'Alacant;Total;2019;23,915
03119 Sant Joan d'Alacant;Total;2018;23,518
03119 Sant Joan d'Alacant;Total;2017;23,149
03119 Sant Joan d'Alacant;Total;2016;22,897
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2025;60,247
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2024;60,269
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2023;59,928
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2022;59,138
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2021;58,912
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2020;58,978
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2019;58,385
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2018;57,785
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2017;57,175
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Total;2016;56,715
03121 Santa Pola;Total;2025;39,709
03121 Santa Pola;Total;2024;38,556
03121 Santa Pola;Total;2023;37,816
03121 Santa Pola;Total;2022;36,174
03121 Santa Pola;Total;2021;34,148
03121 Santa Pola;Total;2020;33,303
03121 Santa Pola;Total;2019;32,306
03121 Santa Pola;Total;2018;31,745
03121 Santa Pola;Total;2017;31,137
03121 Santa Pola;Total;2016;31,309
03123 Sax;Total;2025;10,346
03123 Sax;Total;2024;10,172
03123 Sax;Total;2023;10,072
03123 Sax;Total;2022;9,988
03123 Sax;Total;2021;9,935
03123 Sax;Total;2020;9,859
03123 Sax;Total;2019;9,845
03123 Sax;Total;2018;9,771
03123 Sax;Total;2017;9,737
03123 Sax;Total;2016;9,700
03124 Sella;Total;2025;621
03124 Sella;Total;2024;604
03124 Sella;Total;2023;607
03124 Sella;Total;2022;592
03124 Sella;Total;2021;578
03124 Sella;Total;2020;577
03124 Sella;Total;2019;580
03124 Sella;Total;2018;585
03124 Sella;Total;2017;579
03124 Sella;Total;2016;584
03125 Senija;Total;2025;698
03125 Senija;Total;2024;696
03125 Senija;Total;2023;670
03125 Senija;Total;2022;623
03125 Senija;Total;2021;605
03125 Senija;Total;2020;583
03125 Senija;Total;2019;584
03125 Senija;Total;2018;581
03125 Senija;Total;2017;578
03125 Senija;Total;2016;577
03127 Tàrbena;Total;2025;662
03127 Tàrbena;Total;2024;634
03127 Tàrbena;Total;2023;630
03127 Tàrbena;Total;2022;624
03127 Tàrbena;Total;2021;642
03127 Tàrbena;Total;2020;623
03127 Tàrbena;Total;2019;646
03127 Tàrbena;Total;2018;627
03127 Tàrbena;Total;2017;640
03127 Tàrbena;Total;2016;636
03128 Teulada;Total;2025;12,912
03128 Teulada;Total;2024;12,834
03128 Teulada;Total;2023;12,515
03128 Teulada;Total;2022;11,944
03128 Teulada;Total;2021;11,466
03128 Teulada;Total;2020;11,278
03128 Teulada;Total;2019;11,112
03128 Teulada;Total;2018;10,722
03128 Teulada;Total;2017;10,097
03128 Teulada;Total;2016;10,654
03129 Tibi;Total;2025;1,757
03129 Tibi;Total;2024;1,803
03129 Tibi;Total;2023;1,808
03129 Tibi;Total;2022;1,731
03129 Tibi;Total;2021;1,691
03129 Tibi;Total;2020;1,662
03129 Tibi;Total;2019;1,614
03129 Tibi;Total;2018;1,564
03129 Tibi;Total;2017;1,603
03129 Tibi;Total;2016;1,634
03130 Tollos;Total;2025;32
03130 Tollos;Total;2024;38
03130 Tollos;Total;2023;40
03130 Tollos;Total;2022;30
03130 Tollos;Total;2021;37
03130 Tollos;Total;2020;35
03130 Tollos;Total;2019;57
03130 Tollos;Total;2018;56
03130 Tollos;Total;2017;50
03130 Tollos;Total;2016;53
03131 Tormos;Total;2025;323
03131 Tormos;Total;2024;328
03131 Tormos;Total;2023;339
03131 Tormos;Total;2022;332
03131 Tormos;Total;2021;327
03131 Tormos;Total;2020;318
03131 Tormos;Total;2019;340
03131 Tormos;Total;2018;336
03131 Tormos;Total;2017;333
03131 Tormos;Total;2016;323
03132 Torre de les Maçanes, la/Torremanzanas;Total;2025;749
03132 Torre de les Maçanes, la/Torremanzanas;Total;2024;744
03132 Torre de les Maçanes, la/Torremanzanas;Total;2023;714
03132 Torre de les Maçanes, la/Torremanzanas;Total;2022;683
03132 Torre de les Maçanes, la/Torremanzanas;Total;2021;681
03132 Torre de les Maçanes, la/Torremanzanas;Total;2020;636
03132 Torre de les Maçanes, la/Torremanzanas;Total;2019;661
03132 Torre de les Maçanes, la/Torremanzanas;Total;2018;654
03132 Torre de les Maçanes, la/Torremanzanas;Total;2017;682
03132 Torre de les Maçanes, la/Torremanzanas;Total;2016;727
03133 Torrevieja;Total;2025;98,533
03133 Torrevieja;Total;2024;94,803
03133 Torrevieja;Total;2023;89,290
03133 Torrevieja;Total;2022;83,547
03133 Torrevieja;Total;2021;82,842
03133 Torrevieja;Total;2020;84,667
03133 Torrevieja;Total;2019;83,337
03133 Torrevieja;Total;2018;82,599
03133 Torrevieja;Total;2017;83,252
03133 Torrevieja;Total;2016;84,213
03134 Vall d'Alcalà, la;Total;2025;159
03134 Vall d'Alcalà, la;Total;2024;175
03134 Vall d'Alcalà, la;Total;2023;174
03134 Vall d'Alcalà, la;Total;2022;164
03134 Vall d'Alcalà, la;Total;2021;163
03134 Vall d'Alcalà, la;Total;2020;160
03134 Vall d'Alcalà, la;Total;2019;167
03134 Vall d'Alcalà, la;Total;2018;164
03134 Vall d'Alcalà, la;Total;2017;168
03134 Vall d'Alcalà, la;Total;2016;171
03136 Vall de Gallinera, la;Total;2025;583
03136 Vall de Gallinera, la;Total;2024;584
03136 Vall de Gallinera, la;Total;2023;581
03136 Vall de Gallinera, la;Total;2022;579
03136 Vall de Gallinera, la;Total;2021;557
03136 Vall de Gallinera, la;Total;2020;527
03136 Vall de Gallinera, la;Total;2019;571
03136 Vall de Gallinera, la;Total;2018;589
03136 Vall de Gallinera, la;Total;2017;594
03136 Vall de Gallinera, la;Total;2016;582
03137 Vall de Laguar, la;Total;2025;905
03137 Vall de Laguar, la;Total;2024;903
03137 Vall de Laguar, la;Total;2023;873
03137 Vall de Laguar, la;Total;2022;890
03137 Vall de Laguar, la;Total;2021;843
03137 Vall de Laguar, la;Total;2020;827
03137 Vall de Laguar, la;Total;2019;846
03137 Vall de Laguar, la;Total;2018;820
03137 Vall de Laguar, la;Total;2017;825
03137 Vall de Laguar, la;Total;2016;801
03135 Vall d'Ebo, la;Total;2025;231
03135 Vall d'Ebo, la;Total;2024;230
03135 Vall d'Ebo, la;Total;2023;230
03135 Vall d'Ebo, la;Total;2022;219
03135 Vall d'Ebo, la;Total;2021;204
03135 Vall d'Ebo, la;Total;2020;218
03135 Vall d'Ebo, la;Total;2019;216
03135 Vall d'Ebo, la;Total;2018;224
03135 Vall d'Ebo, la;Total;2017;232
03135 Vall d'Ebo, la;Total;2016;243
03138 Verger, el;Total;2025;5,508
03138 Verger, el;Total;2024;5,272
03138 Verger, el;Total;2023;5,101
03138 Verger, el;Total;2022;4,986
03138 Verger, el;Total;2021;4,841
03138 Verger, el;Total;2020;4,709
03138 Verger, el;Total;2019;4,640
03138 Verger, el;Total;2018;4,520
03138 Verger, el;Total;2017;4,421
03138 Verger, el;Total;2016;4,515
03139 Vila Joiosa, la/Villajoyosa;Total;2025;37,449
03139 Vila Joiosa, la/Villajoyosa;Total;2024;36,891
03139 Vila Joiosa, la/Villajoyosa;Total;2023;36,093
03139 Vila Joiosa, la/Villajoyosa;Total;2022;34,828
03139 Vila Joiosa, la/Villajoyosa;Total;2021;34,684
03139 Vila Joiosa, la/Villajoyosa;Total;2020;35,199
03139 Vila Joiosa, la/Villajoyosa;Total;2019;34,673
03139 Vila Joiosa, la/Villajoyosa;Total;2018;33,969
03139 Vila Joiosa, la/Villajoyosa;Total;2017;33,607
03139 Vila Joiosa, la/Villajoyosa;Total;2016;33,580
03140 Villena;Total;2025;34,712
03140 Villena;Total;2024;34,385
03140 Villena;Total;2023;34,144
03140 Villena;Total;2022;33,969
03140 Villena;Total;2021;34,025
03140 Villena;Total;2020;34,155
03140 Villena;Total;2019;33,964
03140 Villena;Total;2018;33,983
03140 Villena;Total;2017;33,968
03140 Villena;Total;2016;34,163
03082 Xàbia/Jávea;Total;2025;30,642
03082 Xàbia/Jávea;Total;2024;30,131
03082 Xàbia/Jávea;Total;2023;29,760
03082 Xàbia/Jávea;Total;2022;28,731
03082 Xàbia/Jávea;Total;2021;27,983
03082 Xàbia/Jávea;Total;2020;28,016
03082 Xàbia/Jávea;Total;2019;27,604
03082 Xàbia/Jávea;Total;2018;27,224
03082 Xàbia/Jávea;Total;2017;27,060
03082 Xàbia/Jávea;Total;2016;27,225
03081 Xaló;Total;2025;3,104
03081 Xaló;Total;2024;3,042
03081 Xaló;Total;2023;2,964
03081 Xaló;Total;2022;2,931
03081 Xaló;Total;2021;2,892
03081 Xaló;Total;2020;2,868
03081 Xaló;Total;2019;2,739
03081 Xaló;Total;2018;2,683
03081 Xaló;Total;2017;2,636
03081 Xaló;Total;2016;2,648
03083 Xixona/Jijona;Total;2025;7,669
03083 Xixona/Jijona;Total;2024;7,307
03083 Xixona/Jijona;Total;2023;7,032
