Sexo,Municipios,Periodo,Total
Total,08046 Cardedeu,2019,18.357
Total,08046 Cardedeu,2018,18.165
Total,08046 Cardedeu,2017,18.210
Total,08046 Cardedeu,2016,18.158
Total,08047 Cardona,2025,4.553
Total,08047 Cardona,2024,4.574
Total,08047 Cardona,2023,4.569
Total,08047 Cardona,2022,4.575
Total,08047 Cardona,2021,4.593
Total,08047 Cardona,2020,4.639
Total,08047 Cardona,2019,4.636
Total,08047 Cardona,2018,4.652
Total,08047 Cardona,2017,4.728
Total,08047 Cardona,2016,4.775
Total,08048 Carme,2025,847
Total,08048 Carme,2024,814
Total,08048 Carme,2023,783
Total,08048 Carme,2022,754
Total,08048 Carme,2021,768
Total,08048 Carme,2020,785
Total,08048 Carme,2019,765
Total,08048 Carme,2018,783
Total,08048 Carme,2017,791
Total,08048 Carme,2016,791
Total,08049 Casserres,2025,1.660
Total,08049 Casserres,2024,1.676
Total,08049 Casserres,2023,1.630
Total,08049 Casserres,2022,1.646
Total,08049 Casserres,2021,1.636
Total,08049 Casserres,2020,1.588
Total,08049 Casserres,2019,1.608
Total,08049 Casserres,2018,1.572
Total,08049 Casserres,2017,1.557
Total,08049 Casserres,2016,1.528
Total,08057 Castell de l'Areny,2025,68
Total,08057 Castell de l'Areny,2024,69
Total,08057 Castell de l'Areny,2023,69
Total,08057 Castell de l'Areny,2022,69
Total,08057 Castell de l'Areny,2021,72
Total,08057 Castell de l'Areny,2020,67
Total,08057 Castell de l'Areny,2019,68
Total,08057 Castell de l'Areny,2018,72
Total,08057 Castell de l'Areny,2017,69
Total,08057 Castell de l'Areny,2016,69
Total,08052 Castellar de n'Hug,2025,166
Total,08052 Castellar de n'Hug,2024,164
Total,08052 Castellar de n'Hug,2023,171
Total,08052 Castellar de n'Hug,2022,176
Total,08052 Castellar de n'Hug,2021,167
Total,08052 Castellar de n'Hug,2020,156
Total,08052 Castellar de n'Hug,2019,159
Total,08052 Castellar de n'Hug,2018,165
Total,08052 Castellar de n'Hug,2017,159
Total,08052 Castellar de n'Hug,2016,157
Total,08050 Castellar del Riu,2025,151
Total,08050 Castellar del Riu,2024,163
Total,08050 Castellar del Riu,2023,169
Total,08050 Castellar del Riu,2022,175
Total,08050 Castellar del Riu,2021,171
Total,08050 Castellar del Riu,2020,176
Total,08050 Castellar del Riu,2019,169
Total,08050 Castellar del Riu,2018,165
Total,08050 Castellar del Riu,2017,166
Total,08050 Castellar del Riu,2016,176
Total,08051 Castellar del Vallès,2025,25.422
Total,08051 Castellar del Vallès,2024,25.322
Total,08051 Castellar del Vallès,2023,25.150
Total,08051 Castellar del Vallès,2022,24.933
Total,08051 Castellar del Vallès,2021,24.659
Total,08051 Castellar del Vallès,2020,24.488
Total,08051 Castellar del Vallès,2019,24.187
Total,08051 Castellar del Vallès,2018,24.036
Total,08051 Castellar del Vallès,2017,23.776
Total,08051 Castellar del Vallès,2016,23.633
Total,08053 Castellbell i el Vilar,2025,4.159
Total,08053 Castellbell i el Vilar,2024,4.138
Total,08053 Castellbell i el Vilar,2023,4.054
Total,08053 Castellbell i el Vilar,2022,3.889
Total,08053 Castellbell i el Vilar,2021,3.853
Total,08053 Castellbell i el Vilar,2020,3.719
Total,08053 Castellbell i el Vilar,2019,3.647
Total,08053 Castellbell i el Vilar,2018,3.599
Total,08053 Castellbell i el Vilar,2017,3.618
Total,08053 Castellbell i el Vilar,2016,3.584
Total,08054 Castellbisbal,2025,13.061
Total,08054 Castellbisbal,2024,12.972
Total,08054 Castellbisbal,2023,12.813
Total,08054 Castellbisbal,2022,12.735
Total,08054 Castellbisbal,2021,12.610
Total,08054 Castellbisbal,2020,12.539
Total,08054 Castellbisbal,2019,12.390
Total,08054 Castellbisbal,2018,12.332
Total,08054 Castellbisbal,2017,12.297
Total,08054 Castellbisbal,2016,12.277
Total,08055 Castellcir,2025,804
Total,08055 Castellcir,2024,784
Total,08055 Castellcir,2023,778
Total,08055 Castellcir,2022,778
Total,08055 Castellcir,2021,753
Total,08055 Castellcir,2020,742
Total,08055 Castellcir,2019,752
Total,08055 Castellcir,2018,728
Total,08055 Castellcir,2017,723
Total,08055 Castellcir,2016,726
Total,08056 Castelldefels,2025,70.057
Total,08056 Castelldefels,2024,69.450
Total,08056 Castelldefels,2023,68.427
Total,08056 Castelldefels,2022,67.307
Total,08056 Castelldefels,2021,67.226
Total,08056 Castelldefels,2020,67.460
Total,08056 Castelldefels,2019,67.004
Total,08056 Castelldefels,2018,66.375
Total,08056 Castelldefels,2017,65.954
Total,08056 Castelldefels,2016,64.892
Total,08058 Castellet i la Gornal,2025,2.776
Total,08058 Castellet i la Gornal,2024,2.674
Total,08058 Castellet i la Gornal,2023,2.572
Total,08058 Castellet i la Gornal,2022,2.474
Total,08058 Castellet i la Gornal,2021,2.452
Total,08058 Castellet i la Gornal,2020,2.382
Total,08058 Castellet i la Gornal,2019,2.292
Total,08058 Castellet i la Gornal,2018,2.247
Total,08058 Castellet i la Gornal,2017,2.233
Total,08058 Castellet i la Gornal,2016,2.193
Total,08060 Castellfollit de Riubregós,2025,153
Total,08060 Castellfollit de Riubregós,2024,151
Total,08060 Castellfollit de Riubregós,2023,162
Total,08060 Castellfollit de Riubregós,2022,159
Total,08060 Castellfollit de Riubregós,2021,163
Total,08060 Castellfollit de Riubregós,2020,162
Total,08060 Castellfollit de Riubregós,2019,151
Total,08060 Castellfollit de Riubregós,2018,156
Total,08060 Castellfollit de Riubregós,2017,160
Total,08060 Castellfollit de Riubregós,2016,165
Total,08059 Castellfollit del Boix,2025,467
Total,08059 Castellfollit del Boix,2024,459
Total,08059 Castellfollit del Boix,2023,461
Total,08059 Castellfollit del Boix,2022,460
Total,08059 Castellfollit del Boix,2021,448
Total,08059 Castellfollit del Boix,2020,447
Total,08059 Castellfollit del Boix,2019,436
Total,08059 Castellfollit del Boix,2018,446
Total,08059 Castellfollit del Boix,2017,440
Total,08059 Castellfollit del Boix,2016,448
Total,08061 Castellgalí,2025,2.413
Total,08061 Castellgalí,2024,2.347
Total,08061 Castellgalí,2023,2.311
Total,08061 Castellgalí,2022,2.236
Total,08061 Castellgalí,2021,2.179
Total,08061 Castellgalí,2020,2.119
Total,08061 Castellgalí,2019,2.062
Total,08061 Castellgalí,2018,2.053
Total,08061 Castellgalí,2017,2.017
Total,08061 Castellgalí,2016,1.995
Total,08062 Castellnou de Bages,2025,1.473
Total,08062 Castellnou de Bages,2024,1.430
Total,08062 Castellnou de Bages,2023,1.427
Total,08062 Castellnou de Bages,2022,1.431
Total,08062 Castellnou de Bages,2021,1.420
Total,08062 Castellnou de Bages,2020,1.437
Total,08062 Castellnou de Bages,2019,1.397
Total,08062 Castellnou de Bages,2018,1.319
Total,08062 Castellnou de Bages,2017,1.303
Total,08062 Castellnou de Bages,2016,1.287
Total,08063 Castellolí,2025,669
Total,08063 Castellolí,2024,658
Total,08063 Castellolí,2023,651
Total,08063 Castellolí,2022,636
Total,08063 Castellolí,2021,653
Total,08063 Castellolí,2020,626
Total,08063 Castellolí,2019,619
Total,08063 Castellolí,2018,610
Total,08063 Castellolí,2017,599
Total,08063 Castellolí,2016,573
Total,08064 Castellterçol,2025,2.754
Total,08064 Castellterçol,2024,2.773
Total,08064 Castellterçol,2023,2.735
Total,08064 Castellterçol,2022,2.655
Total,08064 Castellterçol,2021,2.632
Total,08064 Castellterçol,2020,2.548
Total,08064 Castellterçol,2019,2.463
Total,08064 Castellterçol,2018,2.418
Total,08064 Castellterçol,2017,2.374
Total,08064 Castellterçol,2016,2.351
Total,08065 Castellví de la Marca,2025,1.721
Total,08065 Castellví de la Marca,2024,1.716
Total,08065 Castellví de la Marca,2023,1.674
Total,08065 Castellví de la Marca,2022,1.614
Total,08065 Castellví de la Marca,2021,1.597
Total,08065 Castellví de la Marca,2020,1.575
Total,08065 Castellví de la Marca,2019,1.535
Total,08065 Castellví de la Marca,2018,1.534
Total,08065 Castellví de la Marca,2017,1.554
Total,08065 Castellví de la Marca,2016,1.545
Total,08066 Castellví de Rosanes,2025,2.171
Total,08066 Castellví de Rosanes,2024,2.106
Total,08066 Castellví de Rosanes,2023,2.089
Total,08066 Castellví de Rosanes,2022,2.096
Total,08066 Castellví de Rosanes,2021,1.996
Total,08066 Castellví de Rosanes,2020,1.933
Total,08066 Castellví de Rosanes,2019,1.884
Total,08066 Castellví de Rosanes,2018,1.865
Total,08066 Castellví de Rosanes,2017,1.826
Total,08066 Castellví de Rosanes,2016,1.807
Total,08067 Centelles,2025,7.864
Total,08067 Centelles,2024,7.775
Total,08067 Centelles,2023,7.726
Total,08067 Centelles,2022,7.641
Total,08067 Centelles,2021,7.595
Total,08067 Centelles,2020,7.513
Total,08067 Centelles,2019,7.404
Total,08067 Centelles,2018,7.423
Total,08067 Centelles,2017,7.417
Total,08067 Centelles,2016,7.410
Total,08268 Cercs,2025,1.236
Total,08268 Cercs,2024,1.193
Total,08268 Cercs,2023,1.196
Total,08268 Cercs,2022,1.169
Total,08268 Cercs,2021,1.190
Total,08268 Cercs,2020,1.150
Total,08268 Cercs,2019,1.145
Total,08268 Cercs,2018,1.152
Total,08268 Cercs,2017,1.166
Total,08268 Cercs,2016,1.183
Total,08266 Cerdanyola del Vallès,2025,58.528
Total,08266 Cerdanyola del Vallès,2024,58.100
Total,08266 Cerdanyola del Vallès,2023,57.879
Total,08266 Cerdanyola del Vallès,2022,57.291
Total,08266 Cerdanyola del Vallès,2021,57.217
Total,08266 Cerdanyola del Vallès,2020,57.855
Total,08266 Cerdanyola del Vallès,2019,57.403
Total,08266 Cerdanyola del Vallès,2018,57.740
Total,08266 Cerdanyola del Vallès,2017,57.723
Total,08266 Cerdanyola del Vallès,2016,57.543
Total,08068 Cervelló,2025,9.743
Total,08068 Cervelló,2024,9.647
Total,08068 Cervelló,2023,9.469
Total,08068 Cervelló,2022,9.307
Total,08068 Cervelló,2021,9.233
Total,08068 Cervelló,2020,9.077
Total,08068 Cervelló,2019,9.054
Total,08068 Cervelló,2018,8.970
Total,08068 Cervelló,2017,8.909
Total,08068 Cervelló,2016,8.861
Total,08069 Collbató,2025,4.828
Total,08069 Collbató,2024,4.849
Total,08069 Collbató,2023,4.828
Total,08069 Collbató,2022,4.726
Total,08069 Collbató,2021,4.655
Total,08069 Collbató,2020,4.544
Total,08069 Collbató,2019,4.466
Total,08069 Collbató,2018,4.458
Total,08069 Collbató,2017,4.394
Total,08069 Collbató,2016,4.396
Total,08070 Collsuspina,2025,391
Total,08070 Collsuspina,2024,389
Total,08070 Collsuspina,2023,387
Total,08070 Collsuspina,2022,398
Total,08070 Collsuspina,2021,387
Total,08070 Collsuspina,2020,359
Total,08070 Collsuspina,2019,342
Total,08070 Collsuspina,2018,339
Total,08070 Collsuspina,2017,338
Total,08070 Collsuspina,2016,349
Total,08071 Copons,2025,352
Total,08071 Copons,2024,351
Total,08071 Copons,2023,340
Total,08071 Copons,2022,333
Total,08071 Copons,2021,322
Total,08071 Copons,2020,321
Total,08071 Copons,2019,310
Total,08071 Copons,2018,306
Total,08071 Copons,2017,316
Total,08071 Copons,2016,300
Total,08072 Corbera de Llobregat,2025,16.010
Total,08072 Corbera de Llobregat,2024,15.726
Total,08072 Corbera de Llobregat,2023,15.466
Total,08072 Corbera de Llobregat,2022,15.210
Total,08072 Corbera de Llobregat,2021,15.017
Total,08072 Corbera de Llobregat,2020,14.882
Total,08072 Corbera de Llobregat,2019,14.822
Total,08072 Corbera de Llobregat,2018,14.643
Total,08072 Corbera de Llobregat,2017,14.439
Total,08072 Corbera de Llobregat,2016,14.168
Total,08073 Cornellà de Llobregat,2025,92.237
Total,08073 Cornellà de Llobregat,2024,91.589
Total,08073 Cornellà de Llobregat,2023,90.303
Total,08073 Cornellà de Llobregat,2022,89.039
Total,08073 Cornellà de Llobregat,2021,89.300
Total,08073 Cornellà de Llobregat,2020,89.936
Total,08073 Cornellà de Llobregat,2019,88.592
Total,08073 Cornellà de Llobregat,2018,87.173
Total,08073 Cornellà de Llobregat,2017,86.610
Total,08073 Cornellà de Llobregat,2016,86.072
Total,08074 Cubelles,2025,17.673
Total,08074 Cubelles,2024,17.243
Total,08074 Cubelles,2023,16.914
Total,08074 Cubelles,2022,16.386
Total,08074 Cubelles,2021,16.051
Total,08074 Cubelles,2020,15.770
Total,08074 Cubelles,2019,15.329
Total,08074 Cubelles,2018,14.992
Total,08074 Cubelles,2017,14.715
Total,08074 Cubelles,2016,14.608
Total,08075 Dosrius,2025,6.287
Total,08075 Dosrius,2024,6.142
Total,08075 Dosrius,2023,5.910
Total,08075 Dosrius,2022,5.710
Total,08075 Dosrius,2021,5.685
Total,08075 Dosrius,2020,5.652
Total,08075 Dosrius,2019,5.481
Total,08075 Dosrius,2018,5.281
Total,08075 Dosrius,2017,5.198
Total,08075 Dosrius,2016,5.154
Total,08076 Esparreguera,2025,22.665
Total,08076 Esparreguera,2024,22.550
Total,08076 Esparreguera,2023,22.442
Total,08076 Esparreguera,2022,22.365
Total,08076 Esparreguera,2021,22.358
Total,08076 Esparreguera,2020,22.302
Total,08076 Esparreguera,2019,22.251
Total,08076 Esparreguera,2018,22.045
Total,08076 Esparreguera,2017,21.889
Total,08076 Esparreguera,2016,21.766
Total,08077 Esplugues de Llobregat,2025,48.221
Total,08077 Esplugues de Llobregat,2024,47.613
Total,08077 Esplugues de Llobregat,2023,46.921
Total,08077 Esplugues de Llobregat,2022,46.414
Total,08077 Esplugues de Llobregat,2021,46.777
Total,08077 Esplugues de Llobregat,2020,47.150
Total,08077 Esplugues de Llobregat,2019,46.680
Total,08077 Esplugues de Llobregat,2018,46.355
Total,08077 Esplugues de Llobregat,2017,45.890
Total,08077 Esplugues de Llobregat,2016,45.733
Total,"08078 Espunyola, L'",2025,260
Total,"08078 Espunyola, L'",2024,262
Total,"08078 Espunyola, L'",2023,266
Total,"08078 Espunyola, L'",2022,265
Total,"08078 Espunyola, L'",2021,258
Total,"08078 Espunyola, L'",2020,242
Total,"08078 Espunyola, L'",2019,254
Total,"08078 Espunyola, L'",2018,258
Total,"08078 Espunyola, L'",2017,240
Total,"08078 Espunyola, L'",2016,247
Total,"08254 Esquirol, L'",2025,2.301
Total,"08254 Esquirol, L'",2024,2.277
Total,"08254 Esquirol, L'",2023,2.263
Total,"08254 Esquirol, L'",2022,2.245
Total,"08254 Esquirol, L'",2021,2.198
Total,"08254 Esquirol, L'",2020,2.186
Total,"08254 Esquirol, L'",2019,2.181
Total,"08254 Esquirol, L'",2018,2.141
Total,"08254 Esquirol, L'",2017,2.161
Total,"08254 Esquirol, L'",2016,2.168
Total,"08079 Estany, L'",2025,390
Total,"08079 Estany, L'",2024,401
Total,"08079 Estany, L'",2023,405
Total,"08079 Estany, L'",2022,391
Total,"08079 Estany, L'",2021,408
Total,"08079 Estany, L'",2020,408
Total,"08079 Estany, L'",2019,406
Total,"08079 Estany, L'",2018,393
Total,"08079 Estany, L'",2017,405
Total,"08079 Estany, L'",2016,404
Total,08134 Figaró-Montmany,2025,1.195
Total,08134 Figaró-Montmany,2024,1.188
Total,08134 Figaró-Montmany,2023,1.158
Total,08134 Figaró-Montmany,2022,1.108
Total,08134 Figaró-Montmany,2021,1.127
Total,08134 Figaró-Montmany,2020,1.142
Total,08134 Figaró-Montmany,2019,1.114
Total,08134 Figaró-Montmany,2018,1.109
Total,08134 Figaró-Montmany,2017,1.077
Total,08134 Figaró-Montmany,2016,1.092
Total,08080 Fígols,2025,40
Total,08080 Fígols,2024,41
Total,08080 Fígols,2023,47
Total,08080 Fígols,2022,45
Total,08080 Fígols,2021,46
Total,08080 Fígols,2020,43
Total,08080 Fígols,2019,42
Total,08080 Fígols,2018,42
Total,08080 Fígols,2017,42
Total,08080 Fígols,2016,40
Total,08082 Fogars de la Selva,2025,1.704
Total,08082 Fogars de la Selva,2024,1.680
Total,08082 Fogars de la Selva,2023,1.632
Total,08082 Fogars de la Selva,2022,1.564
Total,08082 Fogars de la Selva,2021,1.540
Total,08082 Fogars de la Selva,2020,1.469
Total,08082 Fogars de la Selva,2019,1.451
Total,08082 Fogars de la Selva,2018,1.467
Total,08082 Fogars de la Selva,2017,1.448
Total,08082 Fogars de la Selva,2016,1.452
Total,08081 Fogars de Montclús,2025,494
Total,08081 Fogars de Montclús,2024,502
Total,08081 Fogars de Montclús,2023,482
Total,08081 Fogars de Montclús,2022,493
Total,08081 Fogars de Montclús,2021,467
Total,08081 Fogars de Montclús,2020,475
Total,08081 Fogars de Montclús,2019,470
Total,08081 Fogars de Montclús,2018,466
Total,08081 Fogars de Montclús,2017,458
Total,08081 Fogars de Montclús,2016,462
Total,08083 Folgueroles,2025,2.262
Total,08083 Folgueroles,2024,2.263
Total,08083 Folgueroles,2023,2.268
Total,08083 Folgueroles,2022,2.254
Total,08083 Folgueroles,2021,2.269
Total,08083 Folgueroles,2020,2.265
Total,08083 Folgueroles,2019,2.267
Total,08083 Folgueroles,2018,2.276
Total,08083 Folgueroles,2017,2.298
Total,08083 Folgueroles,2016,2.298
Total,08084 Fonollosa,2025,1.570
Total,08084 Fonollosa,2024,1.585
Total,08084 Fonollosa,2023,1.558
Total,08084 Fonollosa,2022,1.546
Total,08084 Fonollosa,2021,1.495
Total,08084 Fonollosa,2020,1.459
Total,08084 Fonollosa,2019,1.453
Total,08084 Fonollosa,2018,1.439
Total,08084 Fonollosa,2017,1.412
Total,08084 Fonollosa,2016,1.401
Total,08085 Font-rubí,2025,1.441
Total,08085 Font-rubí,2024,1.446
Total,08085 Font-rubí,2023,1.456
Total,08085 Font-rubí,2022,1.446
Total,08085 Font-rubí,2021,1.440
Total,08085 Font-rubí,2020,1.414
Total,08085 Font-rubí,2019,1.327
Total,08085 Font-rubí,2018,1.354
Total,08085 Font-rubí,2017,1.358
Total,08085 Font-rubí,2016,1.363
Total,"08086 Franqueses del Vallès, Les",2025,20.881
Total,"08086 Franqueses del Vallès, Les",2024,20.715
Total,"08086 Franqueses del Vallès, Les",2023,20.522
Total,"08086 Franqueses del Vallès, Les",2022,20.322
Total,"08086 Franqueses del Vallès, Les",2021,20.351
Total,"08086 Franqueses del Vallès, Les",2020,20.364
Total,"08086 Franqueses del Vallès, Les",2019,20.092
Total,"08086 Franqueses del Vallès, Les",2018,19.768
Total,"08086 Franqueses del Vallès, Les",2017,19.584
Total,"08086 Franqueses del Vallès, Les",2016,19.417
Total,08090 Gaià,2025,172
Total,08090 Gaià,2024,178
Total,08090 Gaià,2023,177
Total,08090 Gaià,2022,179
Total,08090 Gaià,2021,189
Total,08090 Gaià,2020,183
Total,08090 Gaià,2019,175
Total,08090 Gaià,2018,167
Total,08090 Gaià,2017,162
Total,08090 Gaià,2016,160
Total,08087 Gallifa,2025,171
Total,08087 Gallifa,2024,172
Total,08087 Gallifa,2023,183
Total,08087 Gallifa,2022,186
Total,08087 Gallifa,2021,183
Total,08087 Gallifa,2020,167
Total,08087 Gallifa,2019,172
Total,08087 Gallifa,2018,169
Total,08087 Gallifa,2017,180
Total,08087 Gallifa,2016,187
Total,"08088 Garriga, La",2025,17.426
Total,"08088 Garriga, La",2024,17.305
Total,"08088 Garriga, La",2023,17.052
Total,"08088 Garriga, La",2022,16.788
Total,"08088 Garriga, La",2021,16.733
Total,"08088 Garriga, La",2020,16.668
Total,"08088 Garriga, La",2019,16.514
Total,"08088 Garriga, La",2018,16.227
Total,"08088 Garriga, La",2017,15.984
Total,"08088 Garriga, La",2016,15.912
Total,08089 Gavà,2025,48.243
Total,08089 Gavà,2024,48.007
Total,08089 Gavà,2023,47.593
Total,08089 Gavà,2022,46.974
Total,08089 Gavà,2021,46.931
Total,08089 Gavà,2020,47.057
Total,08089 Gavà,2019,46.771
Total,08089 Gavà,2018,46.705
Total,08089 Gavà,2017,46.538
Total,08089 Gavà,2016,46.266
Total,08091 Gelida,2025,8.198
Total,08091 Gelida,2024,8.098
Total,08091 Gelida,2023,7.953
Total,08091 Gelida,2022,7.814
Total,08091 Gelida,2021,7.723
Total,08091 Gelida,2020,7.670
Total,08091 Gelida,2019,7.533
Total,08091 Gelida,2018,7.371
Total,08091 Gelida,2017,7.299
Total,08091 Gelida,2016,7.238
Total,08092 Gironella,2025,5.083
Total,08092 Gironella,2024,5.055
Total,08092 Gironella,2023,4.980
Total,08092 Gironella,2022,4.940
Total,08092 Gironella,2021,4.916
Total,08092 Gironella,2020,4.946
Total,08092 Gironella,2019,4.826
Total,08092 Gironella,2018,4.834
Total,08092 Gironella,2017,4.808
Total,08092 Gironella,2016,4.829
Total,08093 Gisclareny,2025,28
Total,08093 Gisclareny,2024,30
Total,08093 Gisclareny,2023,27
Total,08093 Gisclareny,2022,28
Total,08093 Gisclareny,2021,27
Total,08093 Gisclareny,2020,26
Total,08093 Gisclareny,2019,25
Total,08093 Gisclareny,2018,26
Total,08093 Gisclareny,2017,27
Total,08093 Gisclareny,2016,29
Total,"08094 Granada, La",2025,2.287
Total,"08094 Granada, La",2024,2.263
Total,"08094 Granada, La",2023,2.218
Total,"08094 Granada, La",2022,2.207
Total,"08094 Granada, La",2021,2.207
Total,"08094 Granada, La",2020,2.208
Total,"08094 Granada, La",2019,2.157
Total,"08094 Granada, La",2018,2.130
Total,"08094 Granada, La",2017,2.112
Total,"08094 Granada, La",2016,2.091
Total,08095 Granera,2025,84
Total,08095 Granera,2024,84
Total,08095 Granera,2023,93
Total,08095 Granera,2022,80
Total,08095 Granera,2021,85
Total,08095 Granera,2020,77
Total,08095 Granera,2019,69
Total,08095 Granera,2018,80
Total,08095 Granera,2017,78
Total,08095 Granera,2016,79
Total,08096 Granollers,2025,65.341
Total,08096 Granollers,2024,64.181
Total,08096 Granollers,2023,63.092
Total,08096 Granollers,2022,61.983
Total,08096 Granollers,2021,62.475
Total,08096 Granollers,2020,62.419
Total,08096 Granollers,2019,61.275
Total,08096 Granollers,2018,60.981
Total,08096 Granollers,2017,60.695
